MCC/MNC,Ext.,Name,username,password,Number,APN,Auth Mode,DNS1,DNS2
23801,710,TDC NO,,,*99#,internet.no,2,,
23801,381,Telmore,,,*99#,internet,2,,
23801,374,YouSee,,,*99#,internet,2,,
23801,362,YouSee,,,*99#,internet,2,,
23801,343,Fullrate,,,*99#,internet,2,,
23801,312,M1,,,*99#,internet,2,,
23801,,DLG Tele TDC,,,*99#,internet,2,,
23801,,TDC DK,,,*99#,internet,2,,
23494,,3 UK,,,*99#,3internet,1,,
23486,,Everywhere,eesecure,secure,*99#,everywhere,1,,
23486,,Orange Broadband,,,*99#,consumerbroadband,1,,
23486,,Orange internet,,,*99#,orangeinternet,1,,
23434,,Everywhere,eesecure,secure,*99#,everywhere,1,,
23434,,Orange Broadband,,,*99#,consumerbroadband,1,,
23434,,Orange internet,,,*99#,orangeinternet,1,,
23433,,Everywhere,eesecure,secure,*99#,everywhere,1,,
23433,,Orange Broadband,,,*99#,consumerbroadband,1,,
23433,,Orange internet,,,*99#,orangeinternet,1,,
23432,,Everywhere,eesecure,secure,*99#,everywhere,1,,
23432,,T-Mobile Internet,t-mobile,tm,*99#,general.t-mobile.uk,1,,
23431,,Everywhere,eesecure,secure,*99#,everywhere,1,,
23431,,T-Mobile Internet,t-mobile,tm,*99#,general.t-mobile.uk,1,,
23430,,Everywhere,eesecure,secure,*99#,everywhere,1,,
23430,,T-Mobile Internet,t-mobile,tm,*99#,general.t-mobile.uk,1,,
23420,,3 UK,,,*99#,3internet,1,,
23415,,Vodafone PAYMONTHLY,web,web,*99#,internet,1,,
23415,,Vodafone PAYGPPBUNDLE,web,web,*99#,PPBUNDLE.INTERNET,1,,
23415,,Vodafone PAYGSMART,web,web,*99#,SMART,1,,
23415,,Vodafone PAYGPPINTERNET,web,web,*99#,PP.INTERNET,1,,
23410,,O2PAYMONTHLY,o2web,password,*99#,mobile.o2.co.uk,1,,
23410,,O2PAYG,o2bb,password,*99#,m-bb.o2.co.uk,1,,
23213,,UPC mobile internet,,,*99#,Internet.at.upcmobile.com,0,,
23212,,Yesss!,,,*99#,web.yesss.at,0,,
23211,,data.bob,data@bob.at,ppp,*99#,bob.at,2,,
23210,,3,,,*99#,drei.at,0,,
23207,,tele.ring,web@telering.at,web,*99#,web,0,,
23205,,3,web,web,*99#,drei.at,0,,
23203,,T-Mobile A,t-mobile,tm,*99#,gprsinternet,0,,
23201,,A1,ppp@a1plus.at,ppp,*99#,a1.net,2,,
23106,,O2 Internet,,,*99#,o2internet,0,,
23103,,SWAN Internet,,,*99#,internet,0,,
23102,,Orange Internet,,,*99#,internet,0,,
23101,,T-Mobile Internet,,,*99#,internet,0,,
23003,,Vodafone Internet,,,*99#,internet,0,,
23002,,O2 Internet,,,*99#,internet,2,,
23001,,T-Mobile Internet,wap,wap,*99#,internet.t-mobile.cz,0,,
22808,,Tele2 Switzerland,,,*99#,internet.tele2.ch,1,,
22803,,CoopMobile Web to GO,,,*99#,mobileoffice3g,2,,
22802,,Sunrise,,,*99#,internet,2,,
22802,,Business Sunrise,,,*99#,take.business,2,,
22801,,Swisscom,,,*99***1#,gprs.swisscom.ch,2,,
22610,,Orange Internet,,,*99#,net,0,,
22606,,Connect Mobile,,,*99#,broadband,0,,
22605,,DiGi,,,*99#,internet,0,,
22603,,Connect Mobile,,,*99#,broadband,0,,
22601,,Vodafone Internet,,,*99#,internet.vodafone.ro,1,,
22299,,3 Ita,,,*99#,datacard.tre.it,2,,
22299,,FastWeb,,,*99#,datacard.fastweb.it,2,,
22288,,INTERNET WIND,,,*99#,internet.wind,2,,
22210,,CoopVoce,,,*99#,web.coopvoce.it,2,,
22210,,Tiscali Mobile,,,*99#,tiscalimobileinternet,2,,
22210,,MTV Mobile,,,*99#,ibox.tim.it,2,,
22210,,Noverca,,,*99#,web.noverca.it,2,,
22201,,TIM,,,*99#,ibox.tim.it,2,,
22005,,Vip mobile,vipmobile,vipmobile,*99#,vipmobile,0,,
22003,,mts internet,mts,064,*99#,gprsinternet,0,,
22003,,mts WAP,mts,064,*99#,gprswap,0,,
22003,,mts postpaid internet,mts,064,*99***1#,3gnet,1,,
22003,,mts prepaid internet,mts,064,*99***1#,prepaidnet,1,,
22001,,Telenor NET,telenor,gprs,*99#,net,2,,
22001,,Telenor INTERNET,telenor,gprs,*99#,internet,0,,
22001,,Telenor Univerzalni Servis,,,*99#,univerzalni,0,,
21910,,Broadband,,,*99#,data.vip.hr,2,,
21902,,Tele2 Internet,,,*99#,internet.tele2.hr,1,,
21901,,TM HR Internet,,,*99#,web.htgprs,0,,
21890,,mInternet,,,*99#,minternet.bhmobile.ba,0,,
21805,,mweb 1GB,,,*99#,3g3,2,,
21805,,mweb 2GB,,,*99#,3g4,2,,
21805,,FREND SURFAJ,,,*99#,mtelfrend,2,,
21805,,mnet 2GB,,,*99#,mnet1,2,,
21805,,mnet 8GB,,,*99#,mnet2,2,,
21805,,mnet 16GB,,,*99#,mnet3,2,,
21805,,mnet 32GB,,,*99#,mnet4,2,,
21803,,Mobilni Internet,,,*99#,web.internet.ba,0,,
21803,,MI Start,,,*99#,gprs.eronet.ba,0,,
21803,,MI tim/MI 10GB,,,*99#,data3.eronet.ba,0,,
21803,,MI 4GB,,,*99#,data4.eronet.ba,0,,
21803,,MI 1GB,,,*99#,data1.eronet.ba,0,,
21671,,upc mobilinternet,,,*99#,mobilinternet.upc.hu,0,,
21670,,VF Internet,,,*99#,internet.vodafone.net,0,,
21630,,Telekom Net,,,*99#,internet,1,,
21630,,Telekom HU NET,,,*99#,internet.telekom,1,,
21601,,Telenor Internet,,,*99#,net,0,,
21601,,Invitel,,,*99#,invitel.mobilnet,0,,
21419,,Internet,,,*99***1#,gprs-service.com,1,,
21418,,ONO VPN,,,*99#,vpn.ono.com,2,,
21407,,Eroski Móvil Internet,wap@wap,wap125,*99#,gprs.eroskimovil.es,2,,
21407,,Movistar Internet,MOVISTAR,MOVISTAR,*99#,movistar.es,2,,
21407,,Movistar Internet directo,MOVISTAR_DIRECTO,MOVISTAR_DIRECTO,*99#,movistar.es,2,,
21406,,Internet,CLIENTE,EUSKALTEL,*99#,internet.euskaltel.mobi,2,,
21404,,YOIGO,,,*99#,internet,1,,
21403,,Orange Internet PC,orange,orange,*99#,internet,1,,
21401,,INTERNET,vodafone,vodafone,*99#,ac.vodafone.es,1,,
20820,,Bouygues Telecom,,,*99#,ebouygtel.com,0,,
20815,,Free,,,*99#,free,0,,
20810,,SFR Modem,,,*99#,websfr,0,,
20801,,Orange Internet,orange,orange,*99#,orange.fr,1,,
20620,,BASE,base,base,*99#,gprs.base.be,2,,
20610,,Internet Everywhere,,,*99#,iew.be,0,,
20601,,Proximus,,,*99#,internet.proximus.be,0,,
20420,,Orange-Belcompany,,,*99#,internet,2,,
20416,,T-mobile NL,,,*99#,internet,0,,
20412,,Telfort mobiel internet,,,*99#,internet,2,,
20408,,KPN Fast Internet,,,*99#,fastinternet,0,,
20408,,KPN Internet,,,*99#,basicinternet,0,,
20404,,Vodafone NL,vodafone,vodafone,*99#,live.vodafone.com,0,,
20404,,Vodafone,vodafone,vodafone,*99#,office.vodafone.nl,2,,
20402,,Tele2 Mobiel Internet,,,*99#,mobileinternet.tele2.nl,1,,
20214,,cyta,,,*99#,internet.cyta.gr,0,,
20210,,Wind Internet,,,*99#,gint.b-online.gr,0,,
20209,,Q Internet,,,*99#,myq,0,,
20205,,Vf Internet,,,*99#,Internet,0,,
20201,,Cosmote Internet,,,*99#,internet,0,,


